"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"4946","Movement Zone 4946","1399","Movement Zone 1399","9/1/2019 - 9/30/2019, Every day, Daily Average",2508,1828,3439
"4946","Movement Zone 4946","1400","Movement Zone 1400","9/1/2019 - 9/30/2019, Every day, Daily Average",3005,2264,3987
"4946","Movement Zone 4946","1401","Movement Zone 1401","9/1/2019 - 9/30/2019, Every day, Daily Average",2942,2183,3963
"4946","Movement Zone 4946","1402","Movement Zone 1402","9/1/2019 - 9/30/2019, Every day, Daily Average",2859,2079,3930
"4946","Movement Zone 4946","1403","Movement Zone 1403","9/1/2019 - 9/30/2019, Every day, Daily Average",2445,1784,3350
"4946","Movement Zone 4946","1404","Movement Zone 1404","9/1/2019 - 9/30/2019, Every day, Daily Average",2693,1883,3850
"4946","Movement Zone 4946","1405","Movement Zone 1405","9/1/2019 - 9/30/2019, Every day, Daily Average",2579,2058,3231
"4946","Movement Zone 4946","1406","Movement Zone 1406","9/1/2019 - 9/30/2019, Every day, Daily Average",2589,1917,3495
"4946","Movement Zone 4946","1407","Movement Zone 1407","9/1/2019 - 9/30/2019, Every day, Daily Average",2843,2149,3759
"4946","Movement Zone 4946","1408","Movement Zone 1408","9/1/2019 - 9/30/2019, Every day, Daily Average",2881,2146,3866
"4946","Movement Zone 4946","1409","Movement Zone 1409","9/1/2019 - 9/30/2019, Every day, Daily Average",3506,2738,4487
"4946","Movement Zone 4946","1410","Movement Zone 1410","9/1/2019 - 9/30/2019, Every day, Daily Average",3445,2545,4662
"4946","Movement Zone 4946","1411","Movement Zone 1411","9/1/2019 - 9/30/2019, Every day, Daily Average",2845,2018,4009
"4946","Movement Zone 4946","1414","Movement Zone 1414","9/1/2019 - 9/30/2019, Every day, Daily Average",2601,1912,3536
"4946","Movement Zone 4946","1415","Movement Zone 1415","9/1/2019 - 9/30/2019, Every day, Daily Average",2538,1852,3477
"4946","Movement Zone 4946","1418","Movement Zone 1418","9/1/2019 - 9/30/2019, Every day, Daily Average",3180,2530,3995
"4946","Movement Zone 4946","1419","Movement Zone 1419","9/1/2019 - 9/30/2019, Every day, Daily Average",2726,2132,3484
