"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"4946","Movement Zone 4946","776","Movement Zone 776","9/2/2019 - 9/2/2019, Every day, Daily Average",2559,2069,3164
"4946","Movement Zone 4946","777","Movement Zone 777","9/2/2019 - 9/2/2019, Every day, Daily Average",2856,2325,3507
"4946","Movement Zone 4946","779","Movement Zone 779","9/2/2019 - 9/2/2019, Every day, Daily Average",1598,1207,2114
"4946","Movement Zone 4946","780","Movement Zone 780","9/2/2019 - 9/2/2019, Every day, Daily Average",1610,1331,1946
"4946","Movement Zone 4946","781","Movement Zone 781","9/2/2019 - 9/2/2019, Every day, Daily Average",1638,1391,1927
"4946","Movement Zone 4946","784","Movement Zone 784","9/2/2019 - 9/2/2019, Every day, Daily Average",997,676,1469
"4946","Movement Zone 4946","788","Movement Zone 788","9/2/2019 - 9/2/2019, Every day, Daily Average",1853,1537,2233
"4946","Movement Zone 4946","790","Movement Zone 790","9/2/2019 - 9/2/2019, Every day, Daily Average",2639,2148,3242
"4946","Movement Zone 4946","792","Movement Zone 792","9/2/2019 - 9/2/2019, Every day, Daily Average",1357,986,1866
"4946","Movement Zone 4946","793","Movement Zone 793","9/2/2019 - 9/2/2019, Every day, Daily Average",1376,978,1934
"4946","Movement Zone 4946","795","Movement Zone 795","9/2/2019 - 9/2/2019, Every day, Daily Average",1225,944,1589
"4946","Movement Zone 4946","796","Movement Zone 796","9/2/2019 - 9/2/2019, Every day, Daily Average",1240,943,1629
"4946","Movement Zone 4946","798","Movement Zone 798","9/2/2019 - 9/2/2019, Every day, Daily Average",1893,1588,2255
"4946","Movement Zone 4946","800","Movement Zone 800","9/2/2019 - 9/2/2019, Every day, Daily Average",1544,1177,2025
"4946","Movement Zone 4946","801","Movement Zone 801","9/2/2019 - 9/2/2019, Every day, Daily Average",877,583,1317
"4946","Movement Zone 4946","803","Movement Zone 803","9/2/2019 - 9/2/2019, Every day, Daily Average",1949,1572,2416
"4946","Movement Zone 4946","805","Movement Zone 805","9/2/2019 - 9/2/2019, Every day, Daily Average",2397,1548,3709
"4946","Movement Zone 4946","806","Movement Zone 806","9/2/2019 - 9/2/2019, Every day, Daily Average",1790,1336,2397
"4946","Movement Zone 4946","809","Movement Zone 809","9/2/2019 - 9/2/2019, Every day, Daily Average",1147,814,1614
"4946","Movement Zone 4946","810","Movement Zone 810","9/2/2019 - 9/2/2019, Every day, Daily Average",2796,2540,3077
"4946","Movement Zone 4946","811","Movement Zone 811","9/2/2019 - 9/2/2019, Every day, Daily Average",2509,2040,3085
"4946","Movement Zone 4946","812","Movement Zone 812","9/2/2019 - 9/2/2019, Every day, Daily Average",2339,1974,2770
"4946","Movement Zone 4946","813","Movement Zone 813","9/2/2019 - 9/2/2019, Every day, Daily Average",2149,1729,2670
"4946","Movement Zone 4946","814","Movement Zone 814","9/2/2019 - 9/2/2019, Every day, Daily Average",2177,1718,2757
"4946","Movement Zone 4946","816","Movement Zone 816","9/2/2019 - 9/2/2019, Every day, Daily Average",1817,1493,2210
"4946","Movement Zone 4946","819","Movement Zone 819","9/2/2019 - 9/2/2019, Every day, Daily Average",1753,1353,2270
"4946","Movement Zone 4946","820","Movement Zone 820","9/2/2019 - 9/2/2019, Every day, Daily Average",1720,1321,2237
"4946","Movement Zone 4946","823","Movement Zone 823","9/2/2019 - 9/2/2019, Every day, Daily Average",2123,1745,2581
"4946","Movement Zone 4946","824","Movement Zone 824","9/2/2019 - 9/2/2019, Every day, Daily Average",2163,1692,2764
"4946","Movement Zone 4946","827","Movement Zone 827","9/2/2019 - 9/2/2019, Every day, Daily Average",1039,708,1524
"4946","Movement Zone 4946","829","Movement Zone 829","9/2/2019 - 9/2/2019, Every day, Daily Average",1084,810,1449
"4946","Movement Zone 4946","830","Movement Zone 830","9/2/2019 - 9/2/2019, Every day, Daily Average",2581,2037,3269
"4946","Movement Zone 4946","831","Movement Zone 831","9/2/2019 - 9/2/2019, Every day, Daily Average",928,630,1366
"4946","Movement Zone 4946","832","Movement Zone 832","9/2/2019 - 9/2/2019, Every day, Daily Average",904,613,1331
"4946","Movement Zone 4946","833","Movement Zone 833","9/2/2019 - 9/2/2019, Every day, Daily Average",887,599,1311
"4946","Movement Zone 4946","835","Movement Zone 835","9/2/2019 - 9/2/2019, Every day, Daily Average",2473,1894,3228
"4946","Movement Zone 4946","839","Movement Zone 839","9/2/2019 - 9/2/2019, Every day, Daily Average",1521,1113,2076
